Season,G#,Team,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2019,3,CHI,@WAS,-5.0,41.0,"W, 31-15",Won,Over
2019,4,CHI,MIN,1.0,38.0,"W, 16-6",Won,Under
2019,5,CHI,@OAK,-6.5,39.5,"L, 21-24",Lost,Over
2019,6,CHI,NOR,-4.0,37.0,"L, 25-36",Lost,Over
2019,7,CHI,LAC,-3.5,41.0,"L, 16-17",Lost,Under
2019,8,CHI,@PHI,5.0,41.0,"L, 14-22",Lost,Under
2019,9,CHI,DET,-6.0,38.0,"W, 20-13",Won,Under
2019,10,CHI,@LAR,5.0,40.0,"L, 7-17",Lost,Under
2019,11,CHI,NYG,-6.0,41.0,"W, 19-14",Lost,Under
2019,12,CHI,@DET,-5.5,37.5,"W, 24-20",Lost,Over
2019,13,CHI,DAL,3.0,43.0,"W, 31-24",Won,Over
2019,14,CHI,@GNB,4.0,40.0,"L, 13-21",Lost,Under
2019,15,CHI,KAN,6.5,45.5,"L, 3-26",Lost,Under
2019,16,CHI,@MIN,-5.0,36.5,"W, 21-19",Lost,Over
2019,1,CIN,@SEA,9.5,44.0,"L, 20-21",Won,Under
2019,2,CIN,SFO,-1.0,46.0,"L, 17-41",Lost,Over
2019,3,CIN,@BUF,5.5,43.5,"L, 17-21",Won,Under
2019,4,CIN,@PIT,3.5,45.5,"L, 3-27",Lost,Under
2019,5,CIN,ARI,-3.0,45.0,"L, 23-26",Lost,Over
2019,6,CIN,@BAL,10.5,47.0,"L, 17-23",Won,Under
2019,7,CIN,JAX,4.0,44.5,"L, 17-27",Lost,Under
2019,8,CIN,@LAR,12.0,48.5,"L, 10-24",Lost,Under
2019,9,CIN,BAL,10.5,44.0,"L, 13-49",Lost,Over
2019,10,CIN,@OAK,13.0,48.0,"L, 10-17",Won,Under
2019,11,CIN,PIT,5.5,37.5,"L, 10-16",Lost,Under
2019,12,CIN,NYJ,2.5,43.0,"W, 22-6",Won,Under
2019,13,CIN,@CLE,6.5,43.0,"L, 19-27",Lost,Over
2019,14,CIN,NWE,10.5,42.0,"L, 13-34",Lost,Over
2019,15,CIN,@MIA,-1.5,46.0,"L, 35-38",Lost,Over
2019,16,CIN,CLE,2.5,44.0,"W, 33-23",Won,Over
2019,1,CLE,TEN,-5.5,44.0,"L, 13-43",Lost,Over
2019,2,CLE,@NYJ,-6.5,45.5,"W, 23-3",Won,Under
2019,3,CLE,LAR,4.0,48.0,"L, 13-20",Lost,Under
2019,4,CLE,@BAL,7.5,47.0,"W, 40-25",Won,Over
2019,5,CLE,@SFO,5.0,47.5,"L, 3-31",Lost,Under
2019,6,CLE,SEA,-1.0,45.5,"L, 28-32",Lost,Over
2019,7,CLE,@NWE,9.5,43.0,"L, 13-27",Lost,Under
2019,8,CLE,@DEN,-4.0,39.0,"L, 19-24",Lost,Over
2019,9,CLE,BUF,-3.0,42.0,"W, 19-16",Push,Under
2019,10,CLE,PIT,-3.0,41.5,"W, 21-7",Won,Under
2019,11,CLE,MIA,-11.0,45.5,"W, 41-24",Won,Over
2019,12,CLE,@PIT,-1.0,40.0,"L, 13-20",Lost,Under
2019,13,CLE,CIN,-6.5,43.0,"W, 27-19",Won,Over
2019,14,CLE,@ARI,-3.0,49.0,"L, 24-38",Lost,Over
2019,15,CLE,BAL,9.5,48.5,"L, 15-31",Lost,Under
2019,16,CLE,@CIN,-2.5,44.0,"L, 23-33",Lost,Over
2019,1,DAL,NYG,-7.0,44.0,"W, 35-17",Won,Over
2019,2,DAL,@WAS,-6.0,46.5,"W, 31-21",Won,Over
2019,3,DAL,MIA,-22.0,46.5,"W, 31-6",Won,Under
2019,4,DAL,@NOR,-2.5,47.0,"L, 10-12",Lost,Under
2019,5,DAL,GNB,-3.5,46.5,"L, 24-34",Lost,Over
2019,6,DAL,@NYJ,-7.0,43.5,"L, 22-24",Lost,Over
2019,7,DAL,PHI,-3.0,50.0,"W, 37-10",Won,Under
2019,8,DAL,@NYG,-6.5,48.5,"W, 37-18",Won,Over
2019,9,DAL,MIN,-3.5,48.5,"L, 24-28",Lost,Over
2019,10,DAL,@DET,-7.5,46.5,"W, 35-27",Won,Over
2019,11,DAL,@NWE,5.5,44.0,"L, 9-13",Won,Under
2019,12,DAL,BUF,-6.5,46.5,"L, 15-26",Lost,Under
2019,13,DAL,@CHI,-3.0,43.0,"L, 24-31",Lost,Over
2019,14,DAL,LAR,1.0,48.5,"W, 44-21",Won,Over
2019,15,DAL,@PHI,-2.0,47.0,"L, 9-17",Lost,Under
2019,16,DAL,WAS,-12.5,47.5,"W, 47-16",Won,Over
2019,1,GNB,@CHI,3.5,47.0,"W, 10-3",Won,Under
2019,2,GNB,MIN,-3.0,43.0,"W, 21-16",Won,Under
2019,3,GNB,DEN,-7.0,42.0,"W, 27-16",Won,Over
2019,4,GNB,PHI,-3.5,46.0,"L, 27-34",Lost,Over
2019,5,GNB,@DAL,3.5,46.5,"W, 34-24",Won,Over
2019,6,GNB,DET,-3.5,47.0,"W, 23-22",Lost,Under
2019,7,GNB,OAK,-5.5,48.0,"W, 42-24",Won,Over
2019,8,GNB,@KAN,-5.0,48.0,"W, 31-24",Won,Over
2019,9,GNB,@LAC,-4.0,50.0,"L, 11-26",Lost,Under
2019,10,GNB,CAR,-5.0,49.0,"W, 24-16",Won,Under
2019,11,GNB,@SFO,3.0,48.0,"L, 8-37",Lost,Under
2019,12,GNB,@NYG,-6.5,43.5,"W, 31-13",Won,Over
2019,13,GNB,WAS,-13.0,42.5,"W, 20-15",Lost,Under
2019,14,GNB,CHI,-4.0,40.0,"W, 21-13",Won,Under
2019,15,GNB,@MIN,4.0,47.0,"W, 23-10",Won,Under
2019,16,GNB,@DET,-13.5,44.0,"W, 23-20",Lost,Under
2019,17,GNB,SEA,-4.5,46.0,"W, 28-23",Won,Over
2019,18,GNB,@SFO,8.0,46.5,"L, 20-37",Lost,Over
2019,1,HTX,@NOR,6.5,52.0,"L, 28-30",Won,Over
2019,2,HTX,JAX,-7.5,43.0,"W, 13-12",Lost,Under
2019,3,HTX,@LAC,3.0,49.0,"W, 27-20",Won,Under
2019,4,HTX,CAR,-5.5,47.5,"L, 10-16",Lost,Under
2019,5,HTX,ATL,-4.0,49.0,"W, 53-32",Won,Over
2019,6,HTX,@KAN,3.5,54.5,"W, 31-24",Won,Over
2019,7,HTX,@IND,1.5,46.5,"L, 23-30",Lost,Over
2019,8,HTX,OAK,-5.0,52.0,"W, 27-24",Lost,Under
2019,9,HTX,@JAX,1.0,46.0,"W, 26-3",Won,Under
2019,10,HTX,@BAL,4.0,51.0,"L, 7-41",Lost,Under
2019,11,HTX,IND,-3.5,46.0,"W, 20-17",Lost,Under
2019,12,HTX,NWE,3.5,47.0,"W, 28-22",Won,Over
2019,13,HTX,DEN,-8.0,42.5,"L, 24-38",Lost,Over
2019,14,HTX,@TEN,3.0,50.0,"W, 24-21",Won,Under
2019,15,HTX,@TAM,-3.0,50.0,"W, 23-20",Push,Under
2019,16,HTX,TEN,10.0,43.0,"L, 14-35",Lost,Over
2019,17,HTX,BUF,-2.5,43.0,"W, 22-19",Won,Under
2019,18,HTX,@KAN,10.0,50.5,"L, 31-51",Lost,Over
2019,1,CLT,@LAC,6.0,44.5,"L, 24-30",Push,Over
2019,2,CLT,@TEN,3.0,43.5,"W, 19-17",Won,Under
2019,3,CLT,ATL,-1.0,48.0,"W, 27-24",Won,Over
2019,4,CLT,OAK,-5.5,46.0,"L, 24-31",Lost,Over
2019,5,CLT,@KAN,10.5,55.5,"W, 19-13",Won,Under
2019,6,CLT,HOU,-1.5,46.5,"W, 30-23",Won,Over
2019,7,CLT,DEN,-6.0,41.0,"W, 15-13",Lost,Under
2019,8,CLT,@PIT,1.0,39.5,"L, 24-26",Lost,Over
2019,9,CLT,MIA,-11.0,44.5,"L, 12-16",Lost,Under
2019,10,CLT,JAX,-2.5,41.5,"W, 33-13",Won,Over
2019,11,CLT,@HOU,3.5,46.0,"L, 17-20",Won,Under
2019,12,CLT,TEN,1.0,41.5,"L, 17-31",Lost,Over
2019,13,CLT,@TAM,3.0,46.5,"L, 35-38",Push,Over
2019,14,CLT,@NOR,8.0,48.5,"L, 7-34",Lost,Under
2019,15,CLT,CAR,-7.5,46.0,"W, 38-6",Won,Under
2019,16,CLT,@JAX,-5.0,41.5,"L, 20-38",Lost,Over
2019,1,JAX,KAN,3.5,49.0,"L, 26-40",Lost,Over
2019,2,JAX,@HOU,7.5,43.0,"L, 12-13",Won,Under
2019,3,JAX,TEN,1.5,38.0,"W, 20-7",Won,Under
2019,4,JAX,@DEN,2.5,37.0,"W, 26-24",Won,Over
2019,5,JAX,@CAR,3.0,41.0,"L, 27-34",Lost,Over
2019,6,JAX,NOR,-2.5,42.5,"L, 6-13",Lost,Under
2019,7,JAX,@CIN,-4.0,44.5,"W, 27-17",Won,Under
2019,8,JAX,NYJ,-7.0,39.5,"W, 29-15",Won,Over
2019,9,JAX,HOU,-1.0,46.0,"L, 3-26",Lost,Under
2019,10,JAX,@IND,2.5,41.5,"L, 13-33",Lost,Over
2019,11,JAX,@TEN,4.5,42.0,"L, 20-42",Lost,Over
2019,12,JAX,TAM,3.0,46.5,"L, 11-28",Lost,Under
2019,13,JAX,LAC,3.5,42.0,"L, 10-45",Lost,Over
2019,14,JAX,@OAK,7.0,47.0,"W, 20-16",Won,Under
2019,15,JAX,@ATL,7.5,48.0,"L, 12-24",Lost,Under
2019,16,JAX,IND,5.0,41.5,"W, 38-20",Won,Over
2019,1,KAN,@JAX,-3.5,49.0,"W, 40-26",Won,Over
2019,2,KAN,@OAK,-7.0,53.5,"W, 28-10",Won,Under
2019,3,KAN,BAL,-4.5,52.0,"W, 33-28",Won,Over
2019,4,KAN,@DET,-7.5,54.5,"W, 34-30",Lost,Over
2019,5,KAN,IND,-10.5,55.5,"L, 13-19",Lost,Under
2019,6,KAN,HOU,-3.5,54.5,"L, 24-31",Lost,Over
2019,7,KAN,@DEN,-3.0,49.5,"W, 30-6",Won,Under
2019,8,KAN,GNB,5.0,48.0,"L, 24-31",Lost,Over
2019,9,KAN,MIN,5.5,46.0,"W, 26-23",Won,Over
2019,10,KAN,@TEN,-5.0,49.0,"L, 32-35",Lost,Over
2019,11,KAN,@LAC,-5.5,52.5,"W, 24-17",Won,Under
2019,12,KAN,OAK,-11.5,49.5,"W, 40-9",Won,Under
2019,13,KAN,@NWE,3.0,49.5,"W, 23-16",Won,Under
2019,14,KAN,DEN,-10.0,43.0,"W, 23-3",Won,Under
2019,15,KAN,@CHI,-6.5,45.5,"W, 26-3",Won,Under
2019,16,KAN,LAC,-10.0,46.0,"W, 31-21",Push,Over
2019,17,KAN,HOU,-10.0,50.5,"W, 51-31",Won,Over
2019,18,KAN,TEN,-7.5,51.0,"W, 35-24",Won,Over
2019,19,KAN,SFO,-1.5,52.5,"W, 31-20",Won,Under
2019,1,SDG,IND,-6.0,44.5,"W, 30-24",Push,Over
2019,2,SDG,@DET,-1.0,47.0,"L, 10-13",Lost,Under
2019,3,SDG,HOU,-3.0,49.0,"L, 20-27",Lost,Under
2019,4,SDG,@MIA,-15.0,43.5,"W, 30-10",Won,Under
2019,5,SDG,DEN,-4.0,46.0,"L, 13-20",Lost,Under
2019,6,SDG,PIT,-6.0,42.5,"L, 17-24",Lost,Under
2019,7,SDG,@TEN,3.0,42.5,"L, 20-23",Push,Over
2019,8,SDG,@CHI,3.5,41.0,"W, 17-16",Won,Under
2019,9,SDG,GNB,4.0,50.0,"W, 26-11",Won,Under
2019,10,SDG,@OAK,-1.0,49.0,"L, 24-26",Lost,Over
2019,11,SDG,KAN,5.5,52.5,"L, 17-24",Lost,Under
2019,12,SDG,@DEN,-4.5,39.0,"L, 20-23",Lost,Over
2019,13,SDG,@JAX,-3.5,42.0,"W, 45-10",Won,Over
2019,14,SDG,MIN,1.0,45.0,"L, 10-39",Lost,Over
2019,15,SDG,OAK,-7.5,45.0,"L, 17-24",Lost,Under
2019,16,SDG,@KAN,10.0,46.0,"L, 21-31",Push,Over
2019,1,RAM,@CAR,-1.5,49.5,"W, 30-27",Won,Over
2019,2,RAM,NOR,-2.0,52.5,"W, 27-9",Won,Under
2019,3,RAM,@CLE,-4.0,48.0,"W, 20-13",Won,Under
2019,4,RAM,TAM,-9.0,48.5,"L, 40-55",Lost,Over
2019,5,RAM,@SEA,1.5,49.0,"L, 29-30",Won,Over
2019,6,RAM,SFO,-3.0,49.5,"L, 7-20",Lost,Under
2019,7,RAM,@ATL,-3.0,54.5,"W, 37-10",Won,Under
2019,8,RAM,CIN,-12.0,48.5,"W, 24-10",Won,Under
2019,9,RAM,@PIT,-4.0,43.0,"L, 12-17",Lost,Under
2019,10,RAM,CHI,-5.0,40.0,"W, 17-7",Won,Under
2019,11,RAM,BAL,3.5,47.0,"L, 6-45",Lost,Over
2019,12,RAM,@ARI,-2.5,47.0,"W, 34-7",Won,Under
2019,13,RAM,SEA,-1.0,47.5,"W, 28-12",Won,Under
2019,14,RAM,@DAL,-1.0,48.5,"L, 21-44",Lost,Over
2019,15,RAM,@SFO,7.0,45.5,"L, 31-34",Won,Over
2019,16,RAM,ARI,-7.0,46.0,"W, 31-24",Push,Over
2019,1,RAI,DEN,3.0,42.5,"W, 24-16",Won,Under
2019,2,RAI,KAN,7.0,53.5,"L, 10-28",Lost,Under
2019,3,RAI,@MIN,8.5,43.0,"L, 14-34",Lost,Over
2019,4,RAI,@IND,5.5,46.0,"W, 31-24",Won,Over
2019,5,RAI,CHI,6.5,39.5,"W, 24-21",Won,Over
2019,6,RAI,@GNB,5.5,48.0,"L, 24-42",Lost,Over
2019,7,RAI,@HOU,5.0,52.0,"L, 24-27",Won,Under
2019,8,RAI,DET,-2.5,51.5,"W, 31-24",Won,Over
2019,9,RAI,LAC,1.0,49.0,"W, 26-24",Won,Over
2019,10,RAI,CIN,-13.0,48.0,"W, 17-10",Lost,Under
2019,11,RAI,@NYJ,-3.5,45.0,"L, 3-34",Lost,Under
2019,12,RAI,@KAN,11.5,49.5,"L, 9-40",Lost,Under
2019,13,RAI,TEN,3.0,47.0,"L, 21-42",Lost,Over
2019,14,RAI,JAX,-7.0,47.0,"L, 16-20",Lost,Under
2019,15,RAI,@LAC,7.5,45.0,"W, 24-17",Won,Under
2019,16,RAI,@DEN,5.5,41.5,"L, 15-16",Won,Under
2019,1,MIA,BAL,7.0,41.0,"L, 10-59",Lost,Over
2019,2,MIA,NWE,18.0,48.5,"L, 0-43",Lost,Under
2019,3,MIA,@DAL,22.0,46.5,"L, 6-31",Lost,Under
2019,4,MIA,LAC,15.0,43.5,"L, 10-30",Lost,Under
2019,5,MIA,WAS,6.0,42.0,"L, 16-17",Won,Under
2019,6,MIA,@BUF,17.0,42.5,"L, 21-31",Won,Over
2019,7,MIA,@PIT,14.0,44.0,"L, 14-27",Won,Under
2019,8,MIA,NYJ,3.5,42.5,"W, 26-18",Won,Over
2019,9,MIA,@IND,11.0,44.5,"W, 16-12",Won,Under
2019,10,MIA,BUF,7.0,41.5,"L, 20-37",Lost,Over
2019,11,MIA,@CLE,11.0,45.5,"L, 24-41",Lost,Over
2019,12,MIA,PHI,10.5,45.0,"W, 37-31",Won,Over
2019,13,MIA,@NYJ,5.0,47.0,"L, 21-22",Won,Under
2019,14,MIA,@NYG,3.5,47.0,"L, 20-36",Lost,Over
2019,15,MIA,CIN,1.5,46.0,"W, 38-35",Won,Over
2019,16,MIA,@NWE,17.5,46.0,"W, 27-24",Won,Over
2019,1,MIN,ATL,-3.5,47.0,"W, 28-12",Won,Under
2019,2,MIN,@GNB,3.0,43.0,"L, 16-21",Lost,Under
2019,3,MIN,OAK,-8.5,43.0,"W, 34-14",Won,Over
2019,4,MIN,@CHI,-1.0,38.0,"L, 6-16",Lost,Under
2019,5,MIN,@NYG,-5.5,44.0,"W, 28-10",Won,Under
2019,6,MIN,PHI,-3.5,44.0,"W, 38-20",Won,Over
2019,7,MIN,@DET,-2.5,43.5,"W, 42-30",Won,Over
2019,8,MIN,WAS,-16.5,42.0,"W, 19-9",Lost,Under
2019,9,MIN,@KAN,-5.5,46.0,"L, 23-26",Lost,Over
2019,10,MIN,@DAL,3.5,48.5,"W, 28-24",Won,Over
2019,11,MIN,DEN,-10.0,40.5,"W, 27-23",Lost,Over
2019,12,MIN,@SEA,2.5,48.0,"L, 30-37",Lost,Over
2019,13,MIN,DET,-12.0,43.5,"W, 20-7",Won,Under
2019,14,MIN,@LAC,-1.0,45.0,"W, 39-10",Won,Over
2019,15,MIN,GNB,-4.0,47.0,"L, 10-23",Lost,Under
2019,16,MIN,CHI,5.0,36.5,"L, 19-21",Won,Over
2019,17,MIN,@NOR,7.5,50.0,"W, 26-20",Won,Under
2019,18,MIN,@SFO,7.0,44.5,"L, 10-27",Lost,Under
2019,1,NWE,PIT,-5.5,49.0,"W, 33-3",Won,Under
2019,2,NWE,@MIA,-18.0,48.5,"W, 43-0",Won,Under
2019,3,NWE,NYJ,-20.5,43.0,"W, 30-14",Lost,Over
2019,4,NWE,@BUF,-7.0,41.5,"W, 16-10",Lost,Under
2019,5,NWE,@WAS,-15.5,42.0,"W, 33-7",Won,Under
2019,6,NWE,NYG,-16.5,43.0,"W, 35-14",Won,Over
2019,7,NWE,@NYJ,-9.5,43.0,"W, 33-0",Won,Under
2019,8,NWE,CLE,-9.5,43.0,"W, 27-13",Won,Under
2019,9,NWE,@BAL,-3.0,44.5,"L, 20-37",Lost,Over
2019,10,NWE,@PHI,-4.5,45.0,"W, 17-10",Won,Under
2019,11,NWE,DAL,-5.5,44.0,"W, 13-9",Lost,Under
2019,12,NWE,@HOU,-3.5,47.0,"L, 22-28",Lost,Over
2019,13,NWE,KAN,-3.0,49.5,"L, 16-23",Lost,Under
2019,14,NWE,@CIN,-10.5,42.0,"W, 34-13",Won,Over
2019,15,NWE,BUF,-7.0,38.5,"W, 24-17",Push,Over
2019,16,NWE,MIA,-17.5,46.0,"L, 24-27",Lost,Over
2019,17,NWE,TEN,-4.5,45.0,"L, 13-20",Lost,Under
2019,1,NOR,HOU,-6.5,52.0,"W, 30-28",Lost,Over
2019,2,NOR,@LAR,2.0,52.5,"L, 9-27",Lost,Under
2019,3,NOR,@SEA,5.0,44.0,"W, 33-27",Won,Over
2019,4,NOR,DAL,2.5,47.0,"W, 12-10",Won,Under
2019,5,NOR,TAM,-3.0,46.0,"W, 31-24",Won,Over
2019,6,NOR,@JAX,2.5,42.5,"W, 13-6",Won,Under
2019,7,NOR,@CHI,4.0,37.0,"W, 36-25",Won,Over
2019,8,NOR,ARI,-12.5,47.5,"W, 31-9",Won,Under
2019,9,NOR,ATL,-14.0,51.5,"L, 9-26",Lost,Under
2019,10,NOR,@TAM,-5.0,50.5,"W, 34-17",Won,Over
2019,11,NOR,CAR,-10.0,46.0,"W, 34-31",Lost,Over
2019,12,NOR,@ATL,-7.0,48.0,"W, 26-18",Won,Under
2019,13,NOR,SFO,-1.0,45.0,"L, 46-48",Lost,Over
2019,14,NOR,IND,-8.0,48.5,"W, 34-7",Won,Under
2019,15,NOR,@TEN,-3.5,49.0,"W, 38-28",Won,Over
2019,16,NOR,@CAR,-13.5,45.0,"W, 42-10",Won,Over
2019,17,NOR,MIN,-7.5,50.0,"L, 20-26",Lost,Under
2019,1,NYG,@DAL,7.0,44.0,"L, 17-35",Lost,Over
2019,2,NYG,BUF,1.0,44.5,"L, 14-28",Lost,Under
2019,3,NYG,@TAM,5.0,48.0,"W, 32-31",Won,Over
2019,4,NYG,WAS,-3.0,48.0,"W, 24-3",Won,Under
2019,5,NYG,MIN,5.5,44.0,"L, 10-28",Lost,Under
2019,6,NYG,@NWE,16.5,43.0,"L, 14-35",Lost,Over
2019,7,NYG,ARI,-3.5,49.5,"L, 21-27",Lost,Under
2019,8,NYG,@DET,6.5,49.0,"L, 26-31",Won,Over
2019,9,NYG,DAL,6.5,48.5,"L, 18-37",Lost,Over
2019,10,NYG,@NYJ,-3.0,43.0,"L, 27-34",Lost,Over
2019,11,NYG,@CHI,6.0,41.0,"L, 14-19",Won,Under
2019,12,NYG,GNB,6.5,43.5,"L, 13-31",Lost,Over
2019,13,NYG,@PHI,9.5,45.5,"L, 17-23",Won,Under
2019,14,NYG,MIA,-3.5,47.0,"W, 36-20",Won,Over
2019,15,NYG,@WAS,-1.0,42.0,"W, 41-35",Won,Over
2019,16,NYG,PHI,4.0,44.0,"L, 17-34",Lost,Over
2019,1,NYJ,BUF,-2.5,41.0,"L, 16-17",Lost,Under
2019,2,NYJ,CLE,6.5,45.5,"L, 3-23",Lost,Under
2019,3,NYJ,@NWE,20.5,43.0,"L, 14-30",Won,Over
2019,4,NYJ,@PHI,14.0,43.0,"L, 6-31",Lost,Under
2019,5,NYJ,DAL,7.0,43.5,"W, 24-22",Won,Over
2019,6,NYJ,NWE,9.5,43.0,"L, 0-33",Lost,Under
2019,7,NYJ,@JAX,7.0,39.5,"L, 15-29",Lost,Over
2019,8,NYJ,@MIA,-3.5,42.5,"L, 18-26",Lost,Over
2019,9,NYJ,NYG,3.0,43.0,"W, 34-27",Won,Over
2019,10,NYJ,@WAS,1.0,37.5,"W, 34-17",Won,Over
2019,11,NYJ,OAK,3.5,45.0,"W, 34-3",Won,Under
2019,12,NYJ,@CIN,-2.5,43.0,"L, 6-22",Lost,Under
2019,13,NYJ,MIA,-5.0,47.0,"W, 22-21",Lost,Under
2019,14,NYJ,@BAL,17.0,44.0,"L, 21-42",Lost,Over
2019,15,NYJ,PIT,3.0,36.5,"W, 16-10",Won,Under
2019,16,NYJ,@BUF,-1.5,37.0,"W, 13-6",Won,Under
2019,1,PHI,WAS,-10.5,44.0,"W, 32-27",Lost,Over
2019,2,PHI,@ATL,-1.0,53.0,"L, 20-24",Lost,Under
2019,3,PHI,DET,-4.0,45.0,"L, 24-27",Lost,Over
2019,4,PHI,@GNB,3.5,46.0,"W, 34-27",Won,Over
2019,5,PHI,NYJ,-14.0,43.0,"W, 31-6",Won,Under
2019,6,PHI,@MIN,3.5,44.0,"L, 20-38",Lost,Over
2019,7,PHI,@DAL,3.0,50.0,"L, 10-37",Lost,Under
2019,8,PHI,@BUF,1.0,39.5,"W, 31-13",Won,Over
2019,9,PHI,CHI,-5.0,41.0,"W, 22-14",Won,Under
2019,10,PHI,NWE,4.5,45.0,"L, 10-17",Lost,Under
2019,11,PHI,SEA,1.0,45.5,"L, 9-17",Lost,Under
2019,12,PHI,@MIA,-10.5,45.0,"L, 31-37",Lost,Over
2019,13,PHI,NYG,-9.5,45.5,"W, 23-17",Lost,Under
2019,14,PHI,@WAS,-7.0,38.0,"W, 37-27",Won,Over
2019,15,PHI,DAL,2.0,47.0,"W, 17-9",Won,Under
2019,16,PHI,@NYG,-4.0,44.0,"W, 34-17",Won,Over
2019,17,PHI,SEA,-1.0,44.0,"L, 9-17",Lost,Under
2019,1,PIT,@NWE,5.5,49.0,"L, 3-33",Lost,Under
2019,2,PIT,SEA,-4.0,47.0,"L, 26-28",Lost,Over
2019,3,PIT,@SFO,6.0,44.5,"L, 20-24",Won,Under
2019,4,PIT,CIN,-3.5,45.5,"W, 27-3",Won,Under
2019,5,PIT,BAL,3.5,44.0,"L, 23-26",Won,Over
2019,6,PIT,@LAC,6.0,42.5,"W, 24-17",Won,Under
2019,7,PIT,MIA,-14.0,44.0,"W, 27-14",Lost,Under
2019,8,PIT,IND,-1.0,39.5,"W, 26-24",Won,Over
2019,9,PIT,LAR,4.0,43.0,"W, 17-12",Won,Under
2019,10,PIT,@CLE,3.0,41.5,"L, 7-21",Lost,Under
2019,11,PIT,@CIN,-5.5,37.5,"W, 16-10",Won,Under
2019,12,PIT,CLE,1.0,40.0,"W, 20-13",Won,Under
2019,13,PIT,@ARI,-2.5,43.5,"W, 23-17",Won,Under
2019,14,PIT,BUF,-1.0,37.0,"L, 10-17",Lost,Under
2019,15,PIT,@NYJ,-3.0,36.5,"L, 10-16",Lost,Under
2019,16,PIT,@BAL,-2.0,35.0,"L, 10-28",Lost,Over
2019,1,SEA,CIN,-9.5,44.0,"W, 21-20",Lost,Under
2019,2,SEA,@PIT,4.0,47.0,"W, 28-26",Won,Over
2019,3,SEA,NOR,-5.0,44.0,"L, 27-33",Lost,Over
2019,4,SEA,@ARI,-5.5,49.0,"W, 27-10",Won,Under
2019,5,SEA,LAR,-1.5,49.0,"W, 30-29",Lost,Over
2019,6,SEA,@CLE,1.0,45.5,"W, 32-28",Won,Over
2019,7,SEA,BAL,-3.0,49.0,"L, 16-30",Lost,Under
2019,8,SEA,@ATL,-7.5,48.5,"W, 27-20",Lost,Under
2019,9,SEA,TAM,-4.0,51.0,"W, 40-34",Won,Over
2019,10,SEA,@SFO,6.5,47.0,"W, 27-24",Won,Over
2019,11,SEA,@PHI,-1.0,45.5,"W, 17-9",Won,Under
2019,12,SEA,MIN,-2.5,48.0,"W, 37-30",Won,Over
2019,13,SEA,@LAR,1.0,47.5,"L, 12-28",Lost,Under
2019,14,SEA,@CAR,-6.0,48.5,"W, 30-24",Push,Over
2019,15,SEA,ARI,-8.0,51.0,"L, 13-27",Lost,Under
2019,16,SEA,SFO,3.5,47.0,"L, 21-26",Lost,Push
2019,17,SEA,@PHI,1.0,44.0,"W, 17-9",Won,Under
2019,18,SEA,@GNB,4.5,46.0,"L, 23-28",Lost,Over
2019,1,SFO,@TAM,1.0,51.0,"W, 31-17",Won,Under
2019,2,SFO,@CIN,1.0,46.0,"W, 41-17",Won,Over
2019,3,SFO,PIT,-6.0,44.5,"W, 24-20",Lost,Under
2019,4,SFO,CLE,-5.0,47.5,"W, 31-3",Won,Under
2019,5,SFO,@LAR,3.0,49.5,"W, 20-7",Won,Under
2019,6,SFO,@WAS,-10.0,39.0,"W, 9-0",Lost,Under
2019,7,SFO,CAR,-4.5,41.0,"W, 51-13",Won,Over
2019,8,SFO,@ARI,-10.5,43.5,"W, 28-25",Lost,Over
2019,9,SFO,SEA,-6.5,47.0,"L, 24-27",Lost,Over
2019,10,SFO,ARI,-10.0,44.0,"W, 36-26",Push,Over
2019,11,SFO,GNB,-3.0,48.0,"W, 37-8",Won,Under
2019,12,SFO,@BAL,5.5,45.0,"L, 17-20",Won,Under
2019,13,SFO,@NOR,1.0,45.0,"W, 48-46",Won,Over
2019,14,SFO,ATL,-10.5,50.0,"L, 22-29",Lost,Over
2019,15,SFO,LAR,-7.0,45.5,"W, 34-31",Lost,Over
2019,16,SFO,@SEA,-3.5,47.0,"W, 26-21",Won,Push
2019,17,SFO,MIN,-7.0,44.5,"W, 27-10",Won,Under
2019,18,SFO,GNB,-8.0,46.5,"W, 37-20",Won,Over
2019,19,SFO,KAN,1.5,52.5,"L, 20-31",Lost,Under
2019,1,TAM,SFO,-1.0,51.0,"L, 17-31",Lost,Under
2019,2,TAM,@CAR,6.5,48.0,"W, 20-14",Won,Under
2019,3,TAM,NYG,-5.0,48.0,"L, 31-32",Lost,Over
2019,4,TAM,@LAR,9.0,48.5,"W, 55-40",Won,Over
2019,5,TAM,@NOR,3.0,46.0,"L, 24-31",Lost,Over
2019,6,TAM,CAR,2.0,48.5,"L, 26-37",Lost,Over
2019,7,TAM,@TEN,2.0,45.5,"L, 23-27",Lost,Over
2019,8,TAM,@SEA,4.0,51.0,"L, 34-40",Lost,Over
2019,9,TAM,ARI,-5.5,51.0,"W, 30-27",Lost,Over
2019,10,TAM,NOR,5.0,50.5,"L, 17-34",Lost,Over
2019,11,TAM,@ATL,3.5,51.5,"W, 35-22",Won,Over
2019,12,TAM,@JAX,-3.0,46.5,"W, 28-11",Won,Under
2019,13,TAM,IND,-3.0,46.5,"W, 38-35",Push,Over
2019,14,TAM,@DET,-5.5,46.0,"W, 38-17",Won,Over
2019,15,TAM,HOU,3.0,50.0,"L, 20-23",Push,Under
